Ref,NUM_ACCTS,Deposit_Count,Deposit_Balance,Loan_Count,Loan_Balance,Nmc_count,Nmc_balance,Revenue,New,Yr10P,Tenure,Dormant,BillPay,DirectDeposit,Current,Gone,Total_Check,Total_MoneyMarket,Total_Savings,Total_CD,Total_Retirement,Total_Loan,Total_Equity,Total_AutoLoan,Total_Mortgage,Bal_Check,Bal_MoneyMarket,Bal_Savings,Bal_CD,Bal_Retirement,Bal_Loan,Bal_Equity,Bal_AutoLoan,Bal_Mortgage
18005,2,2,0.075,0,0.000,0,0.000,0.099,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.050,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18006,2,1,0.120,1,0.189,1,0.189,0.005,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.120,0,0.000,0.000,0.000,0.189,0.000
18007,3,1,0.025,2,34.421,2,34.421,0.454,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.000,0.000,0.025,0,0.000,8.083,0.000,26.338,0.000
18008,1,1,0.020,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.020,0,0.000,0.000,0.000,0.000,0.000
18009,2,2,1.925,0,0.000,0,0.000,0.142,0,0,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.900,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18010,2,1,0.026,1,3.003,1,3.003,0.217,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.026,0,0.000,3.003,0.000,0.000,0.000
18011,4,2,0.050,2,9.886,2,9.886,0.060,0,0,10,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0.000,0.000,0.050,0,0.000,0.000,0.000,9.886,0.000
18012,2,2,0.079,0,0.000,0,0.000,0.099,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.048,0.000,0.031,0,0.000,0.000,0.000,0.000,0.000
18013,2,2,0.537,0,0.000,0,0.000,0.110,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.320,0.000,0.217,0,0.000,0.000,0.000,0.000,0.000
18014,1,1,0.000,0,0.000,0,0.000,0.097,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18015,1,1,0.003,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.003,0,0.000,0.000,0.000,0.000,0.000
18016,2,2,0.023,0,0.000,0,0.000,0.098,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.023,0,0.000,0.000,0.000,0.000,0.000
18017,3,3,0.392,0,0.000,0,0.000,0.107,0,1,24,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0.045,0.000,0.347,0,0.000,0.000,0.000,0.000,0.000
18018,2,1,0.025,1,8.641,1,8.641,0.211,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,8.641,0.000
18019,2,2,1.882,0,0.000,0,0.000,0.142,0,1,43,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.805,0.000,1.077,0,0.000,0.000,0.000,0.000,0.000
18020,2,1,0.025,1,2.358,1,2.358,0.022,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,2.358,0.000
18021,3,3,42.115,0,0.000,0,0.000,1.198,0,1,30,0,1,1,1,0,1,0,1,1,0,0,0,0,0,2.089,0.000,30.003,10.023,0.000,0.000,0.000,0.000,0.000
18022,1,1,0.087,0,0.000,0,0.000,0.002,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.087,0,0.000,0.000,0.000,0.000,0.000
18023,3,3,23.453,0,0.000,0,0.000,0.695,0,1,12,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.000,0.000,7.119,16.334,0.000,0.000,0.000,0.000,0.000
18024,1,1,0.000,0,0.000,0,0.000,0.000,0,1,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18025,2,2,0.351,0,0.000,0,0.000,0.105,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.181,0.000,0.170,0,0.000,0.000,0.000,0.000,0.000
18026,2,1,0.025,1,6.549,1,6.549,0.028,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,6.549,0.000
18027,1,1,0.032,0,0.000,0,0.000,0.001,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.032,0,0.000,0.000,0.000,0.000,0.000
18028,2,2,1.307,0,0.000,0,0.000,0.128,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.282,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18029,2,2,40.134,0,0.000,0,0.000,1.028,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.452,0.000,36.682,0,0.000,0.000,0.000,0.000,0.000
18030,2,1,0.025,1,9.642,1,9.642,0.041,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,9.642,0.000
18031,3,2,5.097,1,4.982,1,4.982,0.237,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,1,0,5.017,0.000,0.080,0,0.000,0.000,0.000,4.982,0.000
18032,3,2,0.300,1,24.097,1,24.097,0.108,0,0,8,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0.000,0.000,0.300,0,0.000,0.000,0.000,24.097,0.000
18033,1,1,0.284,0,0.000,0,0.000,0.007,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.284,0,0.000,0.000,0.000,0.000,0.000
18034,2,1,0.025,1,0.757,1,0.757,0.004,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.757,0.000
18035,2,2,4.741,0,0.000,0,0.000,0.212,0,1,17,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.714,0.000,4.027,0,0.000,0.000,0.000,0.000,0.000
18036,2,1,2.548,1,84.248,0,0.000,1.772,0,1,46,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.000,0.000,2.548,0,0.000,0.000,0.000,0.000,84.248
18037,1,1,0.099,0,0.000,0,0.000,0.002,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.099,0,0.000,0.000,0.000,0.000,0.000
18038,2,2,1.458,0,0.000,0,0.000,0.131,0,1,26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.185,0.000,0.273,0,0.000,0.000,0.000,0.000,0.000
18039,1,1,0.030,0,0.000,0,0.000,0.001,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.030,0,0.000,0.000,0.000,0.000,0.000
18040,1,1,0.267,0,0.000,0,0.000,0.006,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.267,0,0.000,0.000,0.000,0.000,0.000
18041,2,1,0.200,1,13.784,1,13.784,0.063,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,13.784,0.000
18042,2,2,0.175,0,0.000,0,0.000,0.101,0,0,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.150,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18043,4,3,0.819,1,0.605,1,0.605,0.119,0,0,9,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0.769,0.000,0.050,0,0.000,0.000,0.000,0.605,0.000
18044,2,1,0.025,1,31.817,1,31.817,0.134,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,31.817,0.000
18045,2,2,0.005,0,0.000,0,0.000,0.097,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.010,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
18046,3,2,0.520,1,7.185,1,7.185,0.077,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0.000,0.000,0.520,0,0.000,0.000,0.000,7.185,0.000
18047,2,1,0.025,1,4.800,1,4.800,0.347,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,4.800,0.000,0.000,0.000
18048,4,3,0.226,1,6.847,1,6.847,0.132,0,0,3,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0.001,0.000,0.225,0,0.000,0.000,0.000,6.847,0.000
18049,2,1,0.025,1,1.623,1,1.623,0.007,0,0,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.623,0.000
18050,2,1,0.025,1,0.133,1,0.133,0.010,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,0.133,0.000,0.000,0.000
18051,2,1,0.025,1,1.754,1,1.754,0.180,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,1.754,0.000,0.000,0.000
18052,2,1,0.025,1,15.143,1,15.143,1.257,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,15.143,0.000
18053,7,7,0.634,0,0.000,0,0.000,0.307,0,1,35,0,0,1,1,0,3,0,4,0,0,0,0,0,0,0.347,0.000,0.286,0,0.000,0.000,0.000,0.000,0.000
18054,1,1,0.010,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
18055,2,2,0.026,0,0.000,0,0.000,0.098,0,0,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.001,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18056,2,1,0.025,1,16.559,1,16.559,0.703,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,16.559,0.000,0.000,0.000
18057,1,1,0.030,0,0.000,0,0.000,0.001,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.030,0,0.000,0.000,0.000,0.000,0.000
18058,2,1,0.025,1,8.747,1,8.747,0.550,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,8.747,0.000
18059,2,1,0.025,1,21.002,1,21.002,0.089,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,21.002,0.000
18060,1,1,1.116,0,0.000,0,0.000,0.026,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,1.116,0,0.000,0.000,0.000,0.000,0.000
18061,6,3,0.075,3,11.299,3,11.299,0.561,0,0,8,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0.000,0.000,0.075,0,0.000,11.299,0.000,0.000,0.000
18062,2,1,0.025,1,5.058,1,5.058,0.215,0,0,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,5.058,0.000,0.000,0.000
18063,4,4,8.267,0,0.000,0,0.000,0.299,0,0,7,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0.003,0.000,8.264,0,0.000,0.000,0.000,0.000,0.000
18064,4,3,2.028,1,30.611,1,30.611,0.273,0,1,14,0,0,0,1,0,1,0,2,0,0,0,0,1,0,2.000,0.000,0.028,0,0.000,0.000,0.000,30.611,0.000
18065,4,4,32.547,0,0.000,0,0.000,0.881,0,1,28,0,1,1,1,0,1,0,3,0,0,0,0,0,0,9.050,0.000,23.497,0,0.000,0.000,0.000,0.000,0.000
18066,1,1,0.000,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18067,1,1,0.055,0,0.000,0,0.000,0.001,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.055,0,0.000,0.000,0.000,0.000,0.000
18068,2,1,0.025,1,6.625,1,6.625,0.028,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,6.625,0.000
18069,2,2,0.093,0,0.000,0,0.000,0.099,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.068,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18070,2,1,0.100,1,5.347,1,5.347,0.025,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,5.347,0.000
18071,2,2,2.804,0,0.000,0,0.000,0.164,0,1,39,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.105,0.000,1.699,0,0.000,0.000,0.000,0.000,0.000
18072,2,1,0.025,1,28.141,1,28.141,0.119,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,28.141,0.000
18073,2,2,122.202,0,0.000,0,0.000,3.897,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.000,0.000,0.100,122.102,0.000,0.000,0.000,0.000,0.000
18074,1,1,0.000,0,0.000,0,0.000,0.000,0,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18075,2,1,0.200,1,8.586,1,8.586,0.041,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,8.586,0.000
18076,2,1,0.025,1,0.883,1,0.883,0.026,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.883,0.000
18077,2,2,-2.078,0,0.000,0,0.000,0.049,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.103,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18078,3,3,62.545,0,0.000,0,0.000,1.620,0,1,15,0,0,0,1,0,1,0,2,0,0,0,0,0,0,3.270,0.000,59.275,0,0.000,0.000,0.000,0.000,0.000
18079,2,1,0.031,1,0.973,1,0.973,0.028,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.031,0,0.000,0.000,0.000,0.973,0.000
18080,2,2,29.898,0,0.000,0,0.000,0.794,0,1,34,0,1,1,1,0,1,0,1,0,0,0,0,0,0,29.872,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18081,7,5,1.898,2,43.716,2,43.716,0.589,0,0,8,0,0,1,1,0,2,0,3,0,0,0,0,2,0,1.824,0.000,0.075,0,0.000,0.000,0.000,43.716,0.000
18082,2,1,0.025,1,10.175,1,10.175,0.043,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,10.175,0.000
18083,1,1,0.084,0,0.000,0,0.000,0.002,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.084,0,0.000,0.000,0.000,0.000,0.000
18084,4,3,14.270,1,2.864,1,2.864,0.440,0,1,44,0,0,0,0,0,1,0,2,0,0,0,0,1,0,9.376,0.000,4.894,0,0.000,0.000,0.000,2.864,0.000
18085,2,2,8.647,0,0.000,0,0.000,0.299,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,8.622,0.000,0.026,0,0.000,0.000,0.000,0.000,0.000
18086,4,3,0.333,1,16.863,1,16.863,0.176,0,1,16,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0.108,0.000,0.225,0,0.000,0.000,0.000,16.863,0.000
18087,1,1,0.008,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.008,0,0.000,0.000,0.000,0.000,0.000
18088,3,2,6.760,1,36.126,1,36.126,0.413,0,1,16,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.799,0.000,5.961,0,0.000,0.000,0.000,36.126,0.000
18089,1,1,0.022,0,0.000,0,0.000,0.001,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.022,0,0.000,0.000,0.000,0.000,0.000
18090,2,2,0.632,0,0.000,0,0.000,0.112,0,1,12,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.607,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18091,1,1,0.012,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.012,0,0.000,0.000,0.000,0.000,0.000
18092,2,1,0.044,1,38.512,1,38.512,0.163,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.044,0,0.000,0.000,0.000,38.512,0.000
18093,2,1,0.025,1,6.562,1,6.562,0.170,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,6.562,0.000
18094,1,1,0.005,0,0.000,0,0.000,0.000,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.005,0,0.000,0.000,0.000,0.000,0.000
18095,3,3,-0.251,0,0.000,0,0.000,0.091,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,-0.301,0.000,0.050,0,0.000,0.000,0.000,0.000,0.000
18096,1,1,0.014,0,0.000,0,0.000,0.000,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.014,0,0.000,0.000,0.000,0.000,0.000
18097,2,1,0.026,1,16.378,1,16.378,0.069,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.026,0,0.000,0.000,0.000,16.378,0.000
18098,3,2,0.223,1,4.713,1,4.713,0.122,0,1,16,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.198,0.000,0.025,0,0.000,0.000,0.000,4.713,0.000
18099,2,1,0.100,1,5.008,1,5.008,0.023,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,5.008,0.000
18100,3,2,0.026,1,10.533,1,10.533,0.142,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.001,0.000,0.025,0,0.000,0.000,0.000,10.533,0.000
18101,1,1,0.000,0,0.000,0,0.000,0.000,0,1,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18102,5,2,0.150,3,56.895,3,56.895,0.770,0,1,11,0,0,1,1,0,0,0,2,0,0,0,0,3,0,0.000,0.000,0.150,0,0.000,0.000,0.000,56.895,0.000
18103,2,2,10.407,0,0.000,0,0.000,0.340,0,0,6,0,1,1,1,0,1,0,1,0,0,0,0,0,0,10.382,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18104,4,4,33.843,0,0.000,0,0.000,0.984,0,1,26,0,0,1,1,0,2,0,2,0,0,0,0,0,0,32.950,0.000,0.893,0,0.000,0.000,0.000,0.000,0.000
18105,2,1,0.255,1,0.640,1,0.640,0.026,0,1,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.255,0,0.000,0.640,0.000,0.000,0.000
18106,3,2,0.175,1,21.124,1,21.124,0.190,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.050,0.000,0.125,0,0.000,0.000,0.000,21.124,0.000
18107,4,3,8.192,1,12.822,1,12.822,0.351,0,0,9,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0.009,0.000,8.183,0,0.000,0.000,0.000,12.822,0.000
18108,1,1,0.282,0,0.000,0,0.000,0.007,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.282,0,0.000,0.000,0.000,0.000,0.000
18109,2,1,0.001,1,0.066,1,0.066,0.007,0,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.001,0,0.000,0.066,0.000,0.000,0.000
18110,1,1,0.327,0,0.000,0,0.000,0.008,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.327,0,0.000,0.000,0.000,0.000,0.000
18111,2,2,0.030,0,0.000,0,0.000,0.098,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.005,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18112,1,1,0.019,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.019,0,0.000,0.000,0.000,0.000,0.000
18113,1,1,0.015,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
18114,2,2,5.338,0,0.000,0,0.000,0.221,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.313,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18115,2,1,0.025,1,0.349,1,0.349,0.030,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.349,0.000
18116,1,1,0.020,0,0.000,0,0.000,0.000,0,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.020,0,0.000,0.000,0.000,0.000,0.000
18117,2,1,0.125,1,0.075,1,0.075,0.006,0,0,10,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.000,0.000,0.125,0,0.000,0.000,0.075,0.000,0.000
18118,5,5,2.294,0,0.000,0,0.000,0.248,0,1,30,0,1,1,1,0,2,0,3,0,0,0,0,0,0,2.091,0.000,0.203,0,0.000,0.000,0.000,0.000,0.000
18119,1,1,0.010,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
18120,2,1,0.100,1,10.964,1,10.964,0.102,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,10.964,0.000
18121,4,2,0.125,2,38.879,2,38.879,0.167,0,0,4,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0.000,0.000,0.125,0,0.000,0.000,0.000,38.879,0.000
18122,2,2,8.718,0,0.000,0,0.000,0.305,0,1,19,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4.499,0.000,4.219,0,0.000,0.000,0.000,0.000,0.000
18123,2,1,0.025,1,9.559,1,9.559,0.058,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,9.559,0.000
18124,3,2,10.305,1,11.288,1,11.288,0.394,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1.608,0.000,8.697,0,0.000,0.000,0.000,11.288,0.000
18125,1,1,0.000,0,0.000,0,0.000,0.000,0,1,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18126,2,1,0.025,1,0.002,1,0.002,0.001,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.002,0.000
18127,2,2,14.029,0,0.000,0,0.000,0.423,0,1,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.956,0.000,13.073,0,0.000,0.000,0.000,0.000,0.000
18128,1,1,0.033,0,0.000,0,0.000,0.001,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.033,0,0.000,0.000,0.000,0.000,0.000
18129,2,1,0.095,1,2.096,1,2.096,0.021,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.095,0,0.000,0.000,0.000,2.096,0.000
18130,2,2,1.141,0,0.000,0,0.000,0.124,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.116,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18131,1,1,0.015,0,0.000,0,0.000,0.000,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
18132,2,1,0.025,1,1.040,1,1.040,0.010,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.040,0.000
18133,3,3,341.627,0,0.000,0,0.000,8.423,0,1,38,0,1,1,1,0,1,0,2,0,0,0,0,0,0,8.895,0.000,332.732,0,0.000,0.000,0.000,0.000,0.000
18134,1,1,0.006,0,0.000,0,0.000,0.000,0,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.006,0,0.000,0.000,0.000,0.000,0.000
18135,1,1,0.425,0,0.000,0,0.000,0.010,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.425,0,0.000,0.000,0.000,0.000,0.000
18136,2,2,4.153,0,0.000,0,0.000,0.196,0,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2.151,0.000,2.002,0,0.000,0.000,0.000,0.000,0.000
18137,4,3,-0.839,1,0.741,1,0.741,0.081,0,1,11,1,1,1,1,0,1,0,2,0,0,0,0,1,0,-0.989,0.000,0.150,0,0.000,0.000,0.000,0.741,0.000
18138,1,1,0.000,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
18139,2,1,0.025,1,4.115,1,4.115,0.127,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,4.115,0.000,0.000,0.000
18140,4,4,2.646,0,0.000,0,0.000,0.256,0,1,33,0,1,1,1,0,2,0,2,0,0,0,0,0,0,2.475,0.000,0.171,0,0.000,0.000,0.000,0.000,0.000
18141,2,2,2.409,0,0.000,0,0.000,0.153,0,1,33,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.384,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
18142,4,4,0.409,0,0.000,0,0.000,0.204,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.361,0.000,0.048,0,0.000,0.000,0.000,0.000,0.000
18143,3,1,0.200,2,41.298,2,41.298,0.942,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.000,0.000,0.200,0,0.000,20.000,0.000,21.298,0.000
18144,2,2,75.139,0,0.000,0,0.000,1.891,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,35.717,0.000,39.422,0,0.000,0.000,0.000,0.000,0.000
18145,2,2,2.801,0,0.000,0,0.000,0.165,0,1,16,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.326,0.000,2.476,0,0.000,0.000,0.000,0.000,0.000
18146,2,2,0.420,0,0.000,0,0.000,0.107,0,0,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.320,0.000,0.100,0,0.000,0.000,0.000,0.000,0.000
18147,1,1,0.008,0,0.000,0,0.000,0.000,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.008,0,0.000,0.000,0.000,0.000,0.000
18148,2,1,0.025,1,3.346,1,3.346,0.087,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,3.346,0.000
